sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
neatly packed fast delivery,"['O', 'O', 'O', 'B-ASP']","['neatly', 'packed', 'fast', 'delivery']",['delivery'],[[3]],['Positive'],"[[0.004881009925156832, 0.0010012120474129915, 0.9941177368164062]]",[0.9941]
start using more often during cb can find a lot souces over here price may be higher a bit than usual but still consider a good choice,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['start', 'using', 'more', 'often', 'during', 'cb', 'can', 'find', 'a', 'lot', 'souces', 'over', 'here', 'price', 'may', 'be', 'higher', 'a', 'bit', 'than', 'usual', 'but', 'still', 'consider', 'a', 'good', 'choice']",['price'],[[13]],['Negative'],"[[0.9890655279159546, 0.006149249617010355, 0.004785196390002966]]",[0.9891]
The item arrived well and there was no damage . There is another gift,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'item', 'arrived', 'well', 'and', 'there', 'was', 'no', 'damage', '.', 'There', 'is', 'another', 'gift']",['arrived'],[[2]],['Positive'],"[[0.00018267316045239568, 0.0006886781775392592, 0.9991286396980286]]",[0.9991]
"quality , good material , jersey , wow , the best , the best fabric , take the size plg , 5xl , weight 65kg , very comfortable , soft , smooth fabric , cool , buy time offer , it ' s worth rm10 , good quality , good product , tq seller","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quality', ',', 'good', 'material', ',', 'jersey', ',', 'wow', ',', 'the', 'best', ',', 'the', 'best', 'fabric', ',', 'take', 'the', 'size', 'plg', ',', '5xl', ',', 'weight', '65kg', ',', 'very', 'comfortable', ',', 'soft', ',', 'smooth', 'fabric', ',', 'cool', ',', 'buy', 'time', 'offer', ',', 'it', ""'"", 's', 'worth', 'rm10', ',', 'good', 'quality', ',', 'good', 'product', ',', 'tq', 'seller']",['material'],[[3]],['Positive'],"[[0.00015128430095501244, 0.001488893642090261, 0.9983598589897156]]",[0.9984]
good app for online shopping i received the package are good condition,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['good', 'app', 'for', 'online', 'shopping', 'i', 'received', 'the', 'package', 'are', 'good', 'condition']",['app'],[[1]],['Positive'],"[[0.0012457610573619604, 0.00037504060310311615, 0.9983792304992676]]",[0.9984]
easy to use and largely error free good range of products to suit all budgets,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['easy', 'to', 'use', 'and', 'largely', 'error', 'free', 'good', 'range', 'of', 'products', 'to', 'suit', 'all', 'budgets']","['use', 'range']","[[2], [8]]","['Positive', 'Positive']","[[0.0006219900096766651, 0.0003236834018025547, 0.9990543723106384], [0.0005783838569186628, 0.0003407305630389601, 0.9990808963775635]]","[0.9991, 0.9991]"
quality goods have arrived,"['O', 'B-ASP', 'O', 'O']","['quality', 'goods', 'have', 'arrived']",['goods'],[[1]],['Positive'],"[[0.0019681972917169333, 0.0007762202294543386, 0.9972556233406067]]",[0.9973]
highly reputable seller ordered yesterday 2511 at 12am and received the item on 2611 around 3pm this is the 2nd time i bought the same item from this seller a service from me regarding the item m1 chip is powerful enough for my daily usage great screen and lightweight highly recommended,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['highly', 'reputable', 'seller', 'ordered', 'yesterday', '2511', 'at', '12am', 'and', 'received', 'the', 'item', 'on', '2611', 'around', '3pm', 'this', 'is', 'the', '2nd', 'time', 'i', 'bought', 'the', 'same', 'item', 'from', 'this', 'seller', 'a', 'service', 'from', 'me', 'regarding', 'the', 'item', 'm1', 'chip', 'is', 'powerful', 'enough', 'for', 'my', 'daily', 'usage', 'great', 'screen', 'and', 'lightweight', 'highly', 'recommended']","['seller', 'm1 chip', 'screen']","[[2], [36, 37], [46]]","['Positive', 'Positive', 'Positive']","[[0.0005478624952957034, 0.011673491448163986, 0.9877786040306091], [0.00015857513062655926, 0.0009911012602970004, 0.9988503456115723], [0.0002893989149015397, 0.0013043080689385533, 0.9984063506126404]]","[0.9878, 0.9989, 0.9984]"
great shopping platform easy to understand and use,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['great', 'shopping', 'platform', 'easy', 'to', 'understand', 'and', 'use']",['platform'],[[2]],['Positive'],"[[0.0006423842860385776, 0.00048810007865540683, 0.9988694787025452]]",[0.9989]
just what i was looking for volume loud and clear tq,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['just', 'what', 'i', 'was', 'looking', 'for', 'volume', 'loud', 'and', 'clear', 'tq']",['volume'],[[6]],['Positive'],"[[0.0006297625368461013, 0.0006402480648830533, 0.9987300038337708]]",[0.9987]
there is no faqhelp page unable to disable hp number on shop page as well would like to deactivate the account,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['there', 'is', 'no', 'faqhelp', 'page', 'unable', 'to', 'disable', 'hp', 'number', 'on', 'shop', 'page', 'as', 'well', 'would', 'like', 'to', 'deactivate', 'the', 'account']",['faqhelp'],[[3]],['Negative'],"[[0.9911594986915588, 0.008471022360026836, 0.0003695059276651591]]",[0.9912]
really like this app but recently the app kept hanging when i pressed the cart button it pls fixed this problem,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['really', 'like', 'this', 'app', 'but', 'recently', 'the', 'app', 'kept', 'hanging', 'when', 'i', 'pressed', 'the', 'cart', 'button', 'it', 'pls', 'fixed', 'this', 'problem']","['app', 'cart']","[[3], [14]]","['Positive', 'Negative']","[[0.03170889616012573, 0.0005810707225464284, 0.967710018157959], [0.9984620809555054, 0.0009017995907925069, 0.0006361811538226902]]","[0.9677, 0.9985]"
why shopee is not available in my country i cant download it,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']","['why', 'shopee', 'is', 'not', 'available', 'in', 'my', 'country', 'i', 'cant', 'download', 'it']",['download'],[[10]],['Negative'],"[[0.9932565689086914, 0.006186432670801878, 0.00055694644106552]]",[0.9933]
effectivenessso far so good qualitygood packed well delivery is fast and expiry jan 2024,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['effectivenessso', 'far', 'so', 'good', 'qualitygood', 'packed', 'well', 'delivery', 'is', 'fast', 'and', 'expiry', 'jan', '2024']",['delivery'],[[7]],['Positive'],"[[0.00031590351136401296, 0.0008649344672448933, 0.9988191723823547]]",[0.9988]
macbook delivered in 2 days dhl guy will call you and inform it is high value product better than jt seller pack and label parcel with fragile sticker which is good macbook in new and good condition,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['macbook', 'delivered', 'in', '2', 'days', 'dhl', 'guy', 'will', 'call', 'you', 'and', 'inform', 'it', 'is', 'high', 'value', 'product', 'better', 'than', 'jt', 'seller', 'pack', 'and', 'label', 'parcel', 'with', 'fragile', 'sticker', 'which', 'is', 'good', 'macbook', 'in', 'new', 'and', 'good', 'condition']",['delivered'],[[1]],['Positive'],"[[0.0006431190413422883, 0.008576172403991222, 0.9907806515693665]]",[0.9908]
"good material , good quality , thank God , the item has been received in good condition , it ' s good that the delivery can be handled as well , the item will arrive before Raya , the men can wear it for the 3rd Raya , hehehe , the fabric is thick , soft , can repeat again later","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['good', 'material', ',', 'good', 'quality', ',', 'thank', 'God', ',', 'the', 'item', 'has', 'been', 'received', 'in', 'good', 'condition', ',', 'it', ""'"", 's', 'good', 'that', 'the', 'delivery', 'can', 'be', 'handled', 'as', 'well', ',', 'the', 'item', 'will', 'arrive', 'before', 'Raya', ',', 'the', 'men', 'can', 'wear', 'it', 'for', 'the', '3rd', 'Raya', ',', 'hehehe', ',', 'the', 'fabric', 'is', 'thick', ',', 'soft', ',', 'can', 'repeat', 'again', 'later']","['material', 'delivery', 'fabric']","[[1], [24], [51]]","['Positive', 'Positive', 'Positive']","[[0.0002858928346540779, 0.0008765230886638165, 0.9988376498222351], [0.0009854062227532268, 0.0020868172869086266, 0.996927797794342], [0.0002497862442396581, 0.0011419759830459952, 0.9986082911491394]]","[0.9988, 0.9969, 0.9986]"
I haven ' t tasted the quality yet . I hope it ' s ok comparable to the famous brands,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'haven', ""'"", 't', 'tasted', 'the', 'quality', 'yet', '.', 'I', 'hope', 'it', ""'"", 's', 'ok', 'comparable', 'to', 'the', 'famous', 'brands']",['quality'],[[6]],['Neutral'],"[[0.3951505720615387, 0.5983468294143677, 0.0065025947988033295]]",[0.5983]
"fast delivery , headphones okay , the sound is very good , especially when the orchestra plays the strings , the bass sound is smooth , you can listen to it even if you use it for a long time , it doesn ' t hurt your ears , the battery lasts for a long time , you can get 70 lps on the 3rd day of use , it drops to 50 , I ' m very satisfied","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['fast', 'delivery', ',', 'headphones', 'okay', ',', 'the', 'sound', 'is', 'very', 'good', ',', 'especially', 'when', 'the', 'orchestra', 'plays', 'the', 'strings', ',', 'the', 'bass', 'sound', 'is', 'smooth', ',', 'you', 'can', 'listen', 'to', 'it', 'even', 'if', 'you', 'use', 'it', 'for', 'a', 'long', 'time', ',', 'it', 'doesn', ""'"", 't', 'hurt', 'your', 'ears', ',', 'the', 'battery', 'lasts', 'for', 'a', 'long', 'time', ',', 'you', 'can', 'get', '70', 'lps', 'on', 'the', '3rd', 'day', 'of', 'use', ',', 'it', 'drops', 'to', '50', ',', 'I', ""'"", 'm', 'very', 'satisfied']",[],[],[],[],[]
ordered air yesterday and received today no complainthope will last 10 years as my previous pro,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ordered', 'air', 'yesterday', 'and', 'received', 'today', 'no', 'complainthope', 'will', 'last', '10', 'years', 'as', 'my', 'previous', 'pro']",['air'],[[1]],['Positive'],"[[0.0005647657089866698, 0.0007913009030744433, 0.9986439347267151]]",[0.9986]
some item cheaper than other apps,"['O', 'O', 'O', 'O', 'O', 'B-ASP']","['some', 'item', 'cheaper', 'than', 'other', 'apps']",['apps'],[[5]],['Negative'],"[[0.9968948364257812, 0.0029026318807154894, 0.0002024751593125984]]",[0.9969]
"quality is ok , the material is comfortable , the pants are ok , just the loincloth is a bit tight , the rest is fine , the item arrived in good condition , next time you can repeat the order again , thank you seller","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quality', 'is', 'ok', ',', 'the', 'material', 'is', 'comfortable', ',', 'the', 'pants', 'are', 'ok', ',', 'just', 'the', 'loincloth', 'is', 'a', 'bit', 'tight', ',', 'the', 'rest', 'is', 'fine', ',', 'the', 'item', 'arrived', 'in', 'good', 'condition', ',', 'next', 'time', 'you', 'can', 'repeat', 'the', 'order', 'again', ',', 'thank', 'you', 'seller']","['material', 'arrived']","[[5], [29]]","['Positive', 'Positive']","[[0.012057440355420113, 0.048000503331422806, 0.9399420619010925], [0.003383341943845153, 0.0045647029764950275, 0.9920519590377808]]","[0.9399, 0.9921]"
another great online shopping platformhad made many purchases thru this app shopeesg live chat customer service was excellent and very prompt in handling with my order issue highly recon and lastly safe shopping everyone,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['another', 'great', 'online', 'shopping', 'platformhad', 'made', 'many', 'purchases', 'thru', 'this', 'app', 'shopeesg', 'live', 'chat', 'customer', 'service', 'was', 'excellent', 'and', 'very', 'prompt', 'in', 'handling', 'with', 'my', 'order', 'issue', 'highly', 'recon', 'and', 'lastly', 'safe', 'shopping', 'everyone']",['live chat customer service'],"[[12, 13, 14, 15]]",['Positive'],"[[0.00031516802846454084, 0.0004780216549988836, 0.9992068409919739]]",[0.9992]
amazing experience with this shop i order yesterday and received it today headphone function really well saya dah try dengar lagu di phone and laptop try buat zoom meeting two way communication was good and batt is full when i received it great experience i guess,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['amazing', 'experience', 'with', 'this', 'shop', 'i', 'order', 'yesterday', 'and', 'received', 'it', 'today', 'headphone', 'function', 'really', 'well', 'saya', 'dah', 'try', 'dengar', 'lagu', 'di', 'phone', 'and', 'laptop', 'try', 'buat', 'zoom', 'meeting', 'two', 'way', 'communication', 'was', 'good', 'and', 'batt', 'is', 'full', 'when', 'i', 'received', 'it', 'great', 'experience', 'i', 'guess']",['headphone function'],"[[12, 13]]",['Positive'],"[[0.00029599815024994314, 0.000492338789626956, 0.9992116689682007]]",[0.9992]
i bought an item but never received it zero effort to investigate courier performance the customer is not the priority here try this with lazada and youll see the difference,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'bought', 'an', 'item', 'but', 'never', 'received', 'it', 'zero', 'effort', 'to', 'investigate', 'courier', 'performance', 'the', 'customer', 'is', 'not', 'the', 'priority', 'here', 'try', 'this', 'with', 'lazada', 'and', 'youll', 'see', 'the', 'difference']",[],[],[],[],[]
shoppee is a great app to use the products are affordable although may not be the best quality i like the shipping details so it gives me an estimated time for items to arrive it is also easy to compare price for similar products,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['shoppee', 'is', 'a', 'great', 'app', 'to', 'use', 'the', 'products', 'are', 'affordable', 'although', 'may', 'not', 'be', 'the', 'best', 'quality', 'i', 'like', 'the', 'shipping', 'details', 'so', 'it', 'gives', 'me', 'an', 'estimated', 'time', 'for', 'items', 'to', 'arrive', 'it', 'is', 'also', 'easy', 'to', 'compare', 'price', 'for', 'similar', 'products']","['shipping', 'price']","[[21], [40]]","['Positive', 'Positive']","[[0.0005442816182039678, 0.0012128117959946394, 0.9982428550720215], [0.0004519974463619292, 0.0026081972755491734, 0.9969397783279419]]","[0.9982, 0.9969]"
ok ngam best,"['O', 'B-ASP', 'O']","['ok', 'ngam', 'best']",['ngam'],[[1]],['Positive'],"[[0.003874870715662837, 0.06645133346319199, 0.9296737313270569]]",[0.9297]
item arrived quite fast functions well thanks switch i just wished i got the gold tho,"['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['item', 'arrived', 'quite', 'fast', 'functions', 'well', 'thanks', 'switch', 'i', 'just', 'wished', 'i', 'got', 'the', 'gold', 'tho']","['arrived', 'functions']","[[1], [4]]","['Positive', 'Positive']","[[0.0004163541889283806, 0.00030212922138161957, 0.9992815852165222], [0.00043353880755603313, 0.000275637925369665, 0.9992908239364624]]","[0.9993, 0.9993]"
parcel arrive in good conditionthank you seller,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['parcel', 'arrive', 'in', 'good', 'conditionthank', 'you', 'seller']","['parcel', 'seller']","[[0], [6]]","['Positive', 'Positive']","[[0.001446842448785901, 0.0009779076790437102, 0.9975752234458923], [0.0015467064222320914, 0.0010483924997970462, 0.9974048733711243]]","[0.9976, 0.9974]"
payment cant get through been trying for a couple of days but payment verification still doesnt work missed the daily deals i wanted and my welcomeshopee code is going to expire in 2days,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['payment', 'cant', 'get', 'through', 'been', 'trying', 'for', 'a', 'couple', 'of', 'days', 'but', 'payment', 'verification', 'still', 'doesnt', 'work', 'missed', 'the', 'daily', 'deals', 'i', 'wanted', 'and', 'my', 'welcomeshopee', 'code', 'is', 'going', 'to', 'expire', 'in', '2days']",['payment'],[[0]],['Negative'],"[[0.9978393316268921, 0.0018772237235680223, 0.0002834034094121307]]",[0.9978]
easy to use worth shopping,"['O', 'O', 'B-ASP', 'O', 'O']","['easy', 'to', 'use', 'worth', 'shopping']",['use'],[[2]],['Positive'],"[[0.003469124436378479, 0.0005971312639303505, 0.9959338307380676]]",[0.9959]
customer service will not go beyond to check for your shipment status they will only base on the last day for you to receive the goods,"['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['customer', 'service', 'will', 'not', 'go', 'beyond', 'to', 'check', 'for', 'your', 'shipment', 'status', 'they', 'will', 'only', 'base', 'on', 'the', 'last', 'day', 'for', 'you', 'to', 'receive', 'the', 'goods']",['customer service'],"[[0, 1]]",['Negative'],"[[0.9966731071472168, 0.0030475063249468803, 0.00027929095085710287]]",[0.9967]
i dont get any welcome gift,"['O', 'O', 'O', 'O', 'O', 'B-ASP']","['i', 'dont', 'get', 'any', 'welcome', 'gift']",['gift'],[[5]],['Negative'],"[[0.9984026551246643, 0.0011712333653122187, 0.0004260921268723905]]",[0.9984]
"the item arrived safely , the fabric is beautiful","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['the', 'item', 'arrived', 'safely', ',', 'the', 'fabric', 'is', 'beautiful']","['arrived', 'fabric']","[[2], [6]]","['Positive', 'Positive']","[[0.0007709478959441185, 0.0010252738138660789, 0.9982037544250488], [0.0007153056794777513, 0.00066075922222808, 0.9986239671707153]]","[0.9982, 0.9986]"
i just installed this app but my phone number was takennow i cant purchase anythingwasted my time,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'just', 'installed', 'this', 'app', 'but', 'my', 'phone', 'number', 'was', 'takennow', 'i', 'cant', 'purchase', 'anythingwasted', 'my', 'time']",['app'],[[4]],['Negative'],"[[0.9435386657714844, 0.05024658888578415, 0.006214792374521494]]",[0.9435]
it ' s really solid for 2020 and those who just want to use a macbook btw the switch paradigm mall staff is really friendly and there are tips on how to use a macbook it ' s really the best la switch,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['it', ""'"", 's', 'really', 'solid', 'for', '2020', 'and', 'those', 'who', 'just', 'want', 'to', 'use', 'a', 'macbook', 'btw', 'the', 'switch', 'paradigm', 'mall', 'staff', 'is', 'really', 'friendly', 'and', 'there', 'are', 'tips', 'on', 'how', 'to', 'use', 'a', 'macbook', 'it', ""'"", 's', 'really', 'the', 'best', 'la', 'switch']",['switch'],[[18]],['Positive'],"[[0.00021828548051416874, 0.0006838297704234719, 0.9990979433059692]]",[0.9991]
performanceexcellent fast delivery this is my 1st buying macbook excited to received it i hope my jodoh panjang with this macbook,"['B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performanceexcellent', 'fast', 'delivery', 'this', 'is', 'my', '1st', 'buying', 'macbook', 'excited', 'to', 'received', 'it', 'i', 'hope', 'my', 'jodoh', 'panjang', 'with', 'this', 'macbook']","['performanceexcellent', 'delivery']","[[0], [2]]","['Positive', 'Positive']","[[0.00045289075933396816, 0.0005622251192107797, 0.9989848732948303], [0.0004154898342676461, 0.00046312311314977705, 0.999121367931366]]","[0.999, 0.9991]"
"quality , it ' s okay , he ' s 167cm tall , he weighs 67kg , the waist is all right , but the length is ok , I ' m satisfied","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['quality', ',', 'it', ""'"", 's', 'okay', ',', 'he', ""'"", 's', '167cm', 'tall', ',', 'he', 'weighs', '67kg', ',', 'the', 'waist', 'is', 'all', 'right', ',', 'but', 'the', 'length', 'is', 'ok', ',', 'I', ""'"", 'm', 'satisfied']","['waist', 'length']","[[18], [25]]","['Positive', 'Positive']","[[0.00021930508955847472, 0.001853547408245504, 0.997927188873291], [0.0001343436015304178, 0.000729497754946351, 0.9991361498832703]]","[0.9979, 0.9991]"
easy and fuss free shopping experience,"['O', 'O', 'O', 'O', 'B-ASP', 'O']","['easy', 'and', 'fuss', 'free', 'shopping', 'experience']",['shopping'],[[4]],['Positive'],"[[0.0011218807194381952, 0.0013469079276546836, 0.9975312352180481]]",[0.9975]
love shopping on shopee,"['O', 'B-ASP', 'O', 'O']","['love', 'shopping', 'on', 'shopee']",['shopping'],[[1]],['Positive'],"[[0.015542528592050076, 0.002416635863482952, 0.9820408821105957]]",[0.982]
"jt just send the balling into my fence in the house with a thumping noise , can ' t wait for you to come out and get it , just ring the bell and send the sms and drop the br in the gate adooooiiiiii that ' s a macbook I know it ' s not lucky br is ok huhuhu","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jt', 'just', 'send', 'the', 'balling', 'into', 'my', 'fence', 'in', 'the', 'house', 'with', 'a', 'thumping', 'noise', ',', 'can', ""'"", 't', 'wait', 'for', 'you', 'to', 'come', 'out', 'and', 'get', 'it', ',', 'just', 'ring', 'the', 'bell', 'and', 'send', 'the', 'sms', 'and', 'drop', 'the', 'br', 'in', 'the', 'gate', 'adooooiiiiii', 'that', ""'"", 's', 'a', 'macbook', 'I', 'know', 'it', ""'"", 's', 'not', 'lucky', 'br', 'is', 'ok', 'huhuhu']",['fence'],[[7]],['Negative'],"[[0.9828394055366516, 0.01624797284603119, 0.0009125349461100996]]",[0.9828]
nothing much to choose,"['O', 'O', 'O', 'O']","['nothing', 'much', 'to', 'choose']",[],[],[],[],[]
received in good condition size okay thank you very much,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['received', 'in', 'good', 'condition', 'size', 'okay', 'thank', 'you', 'very', 'much']",['size'],[[4]],['Positive'],"[[0.0006662350497208536, 0.0006341696716845036, 0.9986995458602905]]",[0.9987]
device came in good care and speedy delivery,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP']","['device', 'came', 'in', 'good', 'care', 'and', 'speedy', 'delivery']","['care', 'delivery']","[[4], [7]]","['Positive', 'Positive']","[[0.0016659415559843183, 0.0005115215317346156, 0.9978225231170654], [0.002316482597962022, 0.0006005462491884828, 0.9970830082893372]]","[0.9978, 0.9971]"
some seller just disappear without informingcancelled order got rejectedno refund no nothing chat with their service agent representative and they got no idea how to help me,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['some', 'seller', 'just', 'disappear', 'without', 'informingcancelled', 'order', 'got', 'rejectedno', 'refund', 'no', 'nothing', 'chat', 'with', 'their', 'service', 'agent', 'representative', 'and', 'they', 'got', 'no', 'idea', 'how', 'to', 'help', 'me']","['seller', 'refund']","[[1], [9]]","['Negative', 'Negative']","[[0.9986222982406616, 0.0010854300344362855, 0.00029223074670881033], [0.9985463619232178, 0.0011579678393900394, 0.0002957252145279199]]","[0.9986, 0.9985]"
